expense_id,project_id,sap_cost_center,booking_date,expense_type,amount,sap_cost_code,gl_account,vendor,status,comment,source_system,tax_code,gst_amount,po_reference,po_value,contract_ref,po_status
269,5,CC-SYD-05,2026-10-19,Subcontractor,1470288.57,SAP-5001,GL-6100,Kane Constructions,Pending,,Trade Account,G11,147028.86,PO-2026-4532,1424042.25,CTR-CC-SYD-05-05,Over PO
270,5,CC-SYD-05,2026-07-08,Permits & Compliance,45393.03,SAP-5005,GL-6500,EPA Victoria,Paid,,Site System,G12,0.0,PO-2026-4545,41454.95,,Over PO
271,5,CC-SYD-05,2026-05-22,Plant Hire,75636.06,SAP-5003,GL-6300,Kennards Hire,Approved,,Trade Account,G11,7563.61,PO-2026-4558,84663.23,,Matched
272,5,CC-SYD-05,2026-04-16,Travel & Accommodation,4457.93,SAP-5006,GL-6600,FCm Travel Solutions,Paid,,Concur Export,G11,445.79,PO-2026-4571,4841.7,,Matched
273,5,CC-SYD-05,2027-04-14,Subcontractor,794284.33,SAP-5001,GL-6100,John Holland Group,Pending,,Trade Account,G11,79428.43,PO-2026-4584,820851.04,CTR-CC-SYD-05-05,Matched
274,5,CC-SYD-05,2026-06-13,Subcontractor,510488.07,SAP-5001,GL-6100,Buxton Construction,Approved,Awaiting delivery confirmation from site supervisor,Trade Account,G11,51048.81,PO-2026-4597,593511.35,CTR-CC-SYD-05-05,Matched
275,5,CC-SYD-05,2026-05-01,Subcontractor,1223113.41,SAP-5001,GL-6100,Built Environs,Paid,,Trade Account,G11,122311.34,PO-2026-4610,1350554.36,CTR-CC-SYD-05-05,Matched
276,5,CC-SYD-05,2027-03-12,Subcontractor,726364.6,SAP-5001,GL-6100,John Holland Group,Pending,,Trade Account,G11,72636.46,PO-2026-4623,889546.39,CTR-CC-SYD-05-05,Matched
277,5,CC-SYD-05,2026-08-19,Subcontractor,914299.65,SAP-5001,GL-6100,Watpac Civil & Mining,Paid,,Trade Account,G11,91429.97,PO-2026-4636,950957.03,CTR-CC-SYD-05-05,Matched
278,5,CC-SYD-05,2027-03-16,Plant Hire,39668.27,SAP-5003,GL-6300,Sherrin Rentals,Approved,Awaiting delivery confirmation from site supervisor,Trade Account,G11,3966.83,PO-2026-4649,31513.0,,Over PO
279,5,CC-SYD-05,2026-11-30,Materials,595121.98,SAP-5002,GL-6200,Rebar Direct Pty Ltd,Approved,,Site System,G11,59512.2,PO-2026-4662,648714.9,CTR-CC-SYD-05-05,Matched
280,5,CC-SYD-05,2027-03-04,Subcontractor,352660.63,SAP-5001,GL-6100,John Holland Group,Approved,,Trade Account,G11,35266.06,PO-2026-4675,430111.56,CTR-CC-SYD-05-05,Matched
281,5,CC-SYD-05,2026-10-21,Subcontractor,994884.01,SAP-5001,GL-6100,Buxton Construction,Paid,,Trade Account,G11,99488.4,PO-2026-4688,1036365.38,CTR-CC-SYD-05-05,Matched
282,5,CC-SYD-05,2026-12-10,Travel & Accommodation,2222.23,SAP-5006,GL-6600,Marriott Hotels Australia,Paid,,Concur Export,G11,222.22,PO-2026-4701,2421.45,,Matched
283,5,CC-SYD-05,2026-11-03,Plant Hire,55182.27,SAP-5003,GL-6300,Kennards Hire,Pending,Retention clause applies — partial payment released,Trade Account,G11,5518.23,PO-2026-4714,64534.68,,Matched
284,5,CC-SYD-05,2027-02-17,Subcontractor,1285303.03,SAP-5001,GL-6100,Hacer Group,Approved,,Trade Account,G11,128530.3,PO-2026-4727,1502614.22,CTR-CC-SYD-05-05,Matched
285,5,CC-SYD-05,2026-12-16,Subcontractor,1043874.41,SAP-5001,GL-6100,Probuild Constructions,Paid,Mismatch between SAP cost code and VO reference,Trade Account,G11,104387.44,PO-2026-4740,1116464.69,CTR-CC-SYD-05-05,Matched
286,5,CC-SYD-05,2027-01-25,Subcontractor,875820.83,SAP-5001,GL-6100,Kane Constructions,Pending,,Trade Account,G11,87582.08,PO-2026-4753,765906.14,CTR-CC-SYD-05-05,Over PO
287,5,CC-SYD-05,2027-02-17,Materials,399301.91,SAP-5002,GL-6200,Boral Construction Materials,Paid,,Trade Account,G11,39930.19,PO-2026-4766,444843.08,CTR-CC-SYD-05-05,Matched
288,5,CC-SYD-05,2027-02-08,Professional Services,100706.72,SAP-5004,GL-6400,Turner & Townsend,Pending,,Concur Export,G11,10070.67,PO-2026-4779,92315.59,CTR-CC-SYD-05-05,Over PO
289,5,CC-SYD-05,2026-05-31,Travel & Accommodation,3199.94,SAP-5006,GL-6600,FCm Travel Solutions,Approved,,Concur Export,G11,319.99,PO-2026-4792,3777.18,,Matched
290,5,CC-SYD-05,2026-07-13,Subcontractor,998577.89,SAP-5001,GL-6100,Buxton Construction,Paid,Mismatch between SAP cost code and VO reference,Trade Account,G11,99857.79,PO-2026-4805,1166374.37,CTR-CC-SYD-05-05,Matched
291,5,CC-SYD-05,2026-12-18,Materials,470138.34,SAP-5002,GL-6200,Saint-Gobain Placo,Approved,,Trade Account,G11,47013.83,PO-2026-4818,538910.26,CTR-CC-SYD-05-05,Matched
292,5,CC-SYD-05,2026-10-22,Plant Hire,72459.38,SAP-5003,GL-6300,Kennards Hire,Paid,,Trade Account,G11,7245.94,PO-2026-4831,80043.43,,Matched
293,5,CC-SYD-05,2026-11-24,Subcontractor,1163009.47,SAP-5001,GL-6100,Buxton Construction,Paid,Awaiting delivery confirmation from site supervisor,Trade Account,G11,116300.95,PO-2026-4844,1249919.17,CTR-CC-SYD-05-05,Matched
294,5,CC-SYD-05,2027-02-20,Plant Hire,112389.67,SAP-5003,GL-6300,Adaptalift Hyster,Paid,,Site System,G11,11238.97,PO-2026-4857,100438.54,,Over PO
295,5,CC-SYD-05,2027-01-30,Materials,471775.91,SAP-5002,GL-6200,Holcim Australia Pty Ltd,Pending,,Trade Account,G11,47177.59,PO-2026-4870,571012.71,CTR-CC-SYD-05-05,Matched
296,5,CC-SYD-05,2027-03-16,Professional Services,78462.14,SAP-5004,GL-6400,GHD Advisory,Approved,,Concur Export,G11,7846.21,PO-2026-4883,91867.21,CTR-CC-SYD-05-05,Matched
297,5,CC-SYD-05,2026-11-24,Plant Hire,42883.67,SAP-5003,GL-6300,Kennards Hire,Approved,,Trade Account,G11,4288.37,PO-2026-4896,50843.02,,Matched
298,5,CC-SYD-05,2026-10-19,Plant Hire,216268.96,SAP-5003,GL-6300,All Cranes Hire & Sales,Approved,,Manual Entry,G11,21626.9,PO-2026-4909,246120.81,,Matched
299,5,CC-SYD-05,2027-04-02,Materials,768550.84,SAP-5002,GL-6200,Rebar Direct Pty Ltd,Paid,,Trade Account,G11,76855.08,PO-2026-4922,806299.96,CTR-CC-SYD-05-05,Matched
300,5,CC-SYD-05,2026-12-26,Materials,390305.99,SAP-5002,GL-6200,Holcim Australia Pty Ltd,Approved,High variance to approved payment schedule,Trade Account,G11,39030.6,PO-2026-4935,340907.99,CTR-CC-SYD-05-05,Over PO
301,6,CC-PER-06,2026-07-20,Subcontractor,1081618.46,SAP-5001,GL-6100,Hacer Group,Pending,,Trade Account,G11,108161.85,PO-2026-4955,1167569.0,CTR-CC-PER-06-06,Matched
302,6,CC-PER-06,2026-09-10,Subcontractor,615253.13,SAP-5001,GL-6100,Built Environs,Approved,,Trade Account,G11,61525.31,PO-2026-4968,670748.63,CTR-CC-PER-06-06,Matched
303,6,CC-PER-06,2026-02-20,Materials,360734.82,SAP-5002,GL-6200,Sika Australia,Approved,,Trade Account,G11,36073.48,PO-2026-4981,443578.23,CTR-CC-PER-06-06,Matched
304,6,CC-PER-06,2026-09-01,Professional Services,122795.09,SAP-5004,GL-6400,Arup Pty Ltd,Approved,,Concur Export,G11,12279.51,PO-2026-4994,146448.32,CTR-CC-PER-06-06,Matched
305,6,CC-PER-06,2026-11-06,Materials,504591.63,SAP-5002,GL-6200,Hanson Construction Materials,Approved,Intercompany recharge — allocation pending CFO review,Trade Account,G11,50459.16,,0.0,,No PO
306,6,CC-PER-06,2026-09-26,Professional Services,120911.66,SAP-5004,GL-6400,Arup Pty Ltd,Paid,,Concur Export,G11,12091.17,PO-2026-5020,104305.72,CTR-CC-PER-06-06,Over PO
307,6,CC-PER-06,2026-06-28,Professional Services,117734.78,SAP-5004,GL-6400,GHD Advisory,Pending,,Concur Export,G11,11773.48,PO-2026-5033,129199.26,CTR-CC-PER-06-06,Matched
308,6,CC-PER-06,2026-03-25,Plant Hire,76398.44,SAP-5003,GL-6300,Coates Hire Operations,Approved,,Trade Account,G11,7639.84,PO-2026-5046,87983.61,,Matched
309,6,CC-PER-06,2026-04-26,Subcontractor,1101568.83,SAP-5001,GL-6100,John Holland Group,Paid,,Trade Account,G11,110156.88,PO-2026-5059,1276180.07,CTR-CC-PER-06-06,Matched
310,6,CC-PER-06,2026-04-20,Subcontractor,357015.61,SAP-5001,GL-6100,John Holland Group,Approved,,Trade Account,G11,35701.56,PO-2026-5072,364613.51,CTR-CC-PER-06-06,Matched
311,6,CC-PER-06,2026-06-25,Subcontractor,649696.84,SAP-5001,GL-6100,Built Environs,Approved,,Trade Account,G11,64969.68,PO-2026-5085,787982.82,CTR-CC-PER-06-06,Matched
312,6,CC-PER-06,2026-12-10,Subcontractor,427288.16,SAP-5001,GL-6100,Watpac Civil & Mining,Pending,,Trade Account,G11,42728.82,PO-2026-5098,437975.18,CTR-CC-PER-06-06,Matched
313,6,CC-PER-06,2026-05-05,Materials,809735.89,SAP-5002,GL-6200,Saint-Gobain Placo,Pending,,Trade Account,G11,80973.59,PO-2026-5111,810714.03,CTR-CC-PER-06-06,Matched
314,6,CC-PER-06,2026-10-19,Materials,172796.05,SAP-5002,GL-6200,CSR Building Products,Pending,,Trade Account,G11,17279.6,PO-2026-5124,180389.15,CTR-CC-PER-06-06,Matched
315,6,CC-PER-06,2026-03-27,Permits & Compliance,37549.61,SAP-5005,GL-6500,City of Melbourne Council,Paid,,Manual Entry,G12,0.0,PO-2026-5137,45178.21,,Matched
316,6,CC-PER-06,2026-11-19,Subcontractor,717800.98,SAP-5001,GL-6100,John Holland Group,Pending,,Trade Account,G11,71780.1,PO-2026-5150,856362.56,CTR-CC-PER-06-06,Matched
317,6,CC-PER-06,2026-02-21,Materials,374557.51,SAP-5002,GL-6200,Sika Australia,Paid,,Site System,G11,37455.75,PO-2026-5163,390087.0,CTR-CC-PER-06-06,Matched
318,6,CC-PER-06,2026-10-21,Permits & Compliance,7815.24,SAP-5005,GL-6500,NSW Planning Department,Paid,Intercompany recharge — allocation pending CFO review,Site System,G12,0.0,,0.0,,No PO
319,6,CC-PER-06,2026-03-11,Subcontractor,421149.88,SAP-5001,GL-6100,Hacer Group,Approved,,Trade Account,G11,42114.99,PO-2026-5189,487856.54,CTR-CC-PER-06-06,Matched
320,6,CC-PER-06,2026-08-22,Materials,665103.58,SAP-5002,GL-6200,Saint-Gobain Placo,Pending,,Trade Account,G11,66510.36,PO-2026-5202,826835.84,CTR-CC-PER-06-06,Matched
321,6,CC-PER-06,2026-02-19,Professional Services,182532.92,SAP-5004,GL-6400,Arcadis Australia Pacific,Pending,Vendor invoice pending project manager approval,Concur Export,G11,18253.29,PO-2026-5215,195347.16,CTR-CC-PER-06-06,Matched
322,6,CC-PER-06,2026-10-20,Materials,660983.08,SAP-5002,GL-6200,James Hardie Building Products,Paid,,Trade Account,G11,66098.31,PO-2026-5228,728882.44,CTR-CC-PER-06-06,Matched
323,6,CC-PER-06,2026-03-16,Subcontractor,761094.3,SAP-5001,GL-6100,Built Environs,Approved,,Trade Account,G11,76109.43,PO-2026-5241,945515.76,CTR-CC-PER-06-06,Matched
324,6,CC-PER-06,2026-10-15,Professional Services,51244.31,SAP-5004,GL-6400,GHD Advisory,Paid,,Concur Export,G11,5124.43,PO-2026-5254,61424.2,CTR-CC-PER-06-06,Matched
325,6,CC-PER-06,2026-03-23,Subcontractor,1340866.41,SAP-5001,GL-6100,Hacer Group,Approved,,Trade Account,G11,134086.64,PO-2026-5267,1629015.82,CTR-CC-PER-06-06,Matched
326,6,CC-PER-06,2026-03-07,Materials,547765.38,SAP-5002,GL-6200,BlueScope Distribution,Paid,,Site System,G11,54776.54,,0.0,,No PO
327,6,CC-PER-06,2026-08-24,Permits & Compliance,14350.92,SAP-5005,GL-6500,NSW Planning Department,Paid,,Site System,G12,0.0,PO-2026-5293,16080.65,,Matched
328,6,CC-PER-06,2026-03-30,Subcontractor,776768.37,SAP-5001,GL-6100,Probuild Constructions,Approved,,Trade Account,G11,77676.84,PO-2026-5306,710539.76,CTR-CC-PER-06-06,Over PO
329,6,CC-PER-06,2026-07-27,Materials,615479.25,SAP-5002,GL-6200,James Hardie Building Products,Pending,Mismatch between SAP cost code and VO reference,Trade Account,G11,61547.93,PO-2026-5319,747034.39,CTR-CC-PER-06-06,Matched
330,6,CC-PER-06,2026-11-28,Subcontractor,355011.03,SAP-5001,GL-6100,Buxton Construction,Pending,,Trade Account,G11,35501.1,PO-2026-5332,382227.34,CTR-CC-PER-06-06,Matched
331,6,CC-PER-06,2026-05-09,Plant Hire,101176.76,SAP-5003,GL-6300,All Cranes Hire & Sales,Approved,,Site System,G11,10117.68,PO-2026-5345,116708.03,,Matched
332,6,CC-PER-06,2026-10-15,Subcontractor,1192375.36,SAP-5001,GL-6100,John Holland Group,Paid,,Trade Account,G11,119237.54,PO-2026-5358,1216234.71,CTR-CC-PER-06-06,Matched
333,6,CC-PER-06,2026-03-17,Materials,878349.92,SAP-5002,GL-6200,Sika Australia,On Hold,,Trade Account,G11,87834.99,PO-2026-5371,922642.31,CTR-CC-PER-06-06,Matched
334,6,CC-PER-06,2026-06-14,Subcontractor,753858.45,SAP-5001,GL-6100,John Holland Group,Pending,,Trade Account,G11,75385.85,PO-2026-5384,937733.18,CTR-CC-PER-06-06,Matched
335,6,CC-PER-06,2026-02-23,Subcontractor,729658.88,SAP-5001,GL-6100,Buxton Construction,Paid,Possible cost allocation mismatch — verify WBS element,Trade Account,G11,72965.89,PO-2026-5397,831649.48,CTR-CC-PER-06-06,Matched
336,6,CC-PER-06,2026-02-18,Subcontractor,957439.64,SAP-5001,GL-6100,Kane Constructions,Approved,,Trade Account,G11,95743.96,,0.0,,No PO
337,6,CC-PER-06,2026-12-07,Professional Services,232777.76,SAP-5004,GL-6400,Stantec Consulting,Approved,,Concur Export,G11,23277.78,PO-2026-5423,246934.91,CTR-CC-PER-06-06,Matched
338,6,CC-PER-06,2026-06-28,Plant Hire,204882.28,SAP-5003,GL-6300,Adaptalift Hyster,Approved,,Manual Entry,G11,20488.23,PO-2026-5436,216659.43,,Matched
339,6,CC-PER-06,2026-07-13,Materials,524552.45,SAP-5002,GL-6200,Boral Construction Materials,Approved,,Site System,G11,52455.24,,0.0,,No PO
340,6,CC-PER-06,2026-05-24,Subcontractor,1438690.85,SAP-5001,GL-6100,Cockram Constructions,Pending,,Trade Account,G11,143869.09,PO-2026-5462,1513063.48,CTR-CC-PER-06-06,Matched
341,6,CC-PER-06,2026-10-26,Subcontractor,200000.0,SAP-5001,GL-6100,Watpac Civil & Mining,Pending,,Trade Account,G11,20000.0,,0.0,,No PO
342,6,CC-PER-06,2026-11-04,Materials,715798.86,SAP-5002,GL-6200,Saint-Gobain Placo,Approved,,Trade Account,G11,71579.89,,0.0,,No PO
343,6,CC-PER-06,2026-05-16,Subcontractor,769256.66,SAP-5001,GL-6100,Hacer Group,Pending,Awaiting delivery confirmation from site supervisor,Trade Account,G11,76925.67,PO-2026-5501,771529.81,CTR-CC-PER-06-06,Matched
344,6,CC-PER-06,2026-06-30,Subcontractor,629060.92,SAP-5001,GL-6100,Cockram Constructions,Approved,,Trade Account,G11,62906.09,PO-2026-5514,707500.1,CTR-CC-PER-06-06,Matched
345,6,CC-PER-06,2026-04-24,Subcontractor,678441.29,SAP-5001,GL-6100,Buxton Construction,On Hold,,Trade Account,G11,67844.13,PO-2026-5527,814822.84,CTR-CC-PER-06-06,Matched
346,6,CC-PER-06,2026-09-19,Subcontractor,543153.58,SAP-5001,GL-6100,Probuild Constructions,Pending,,Trade Account,G11,54315.36,PO-2026-5540,640997.31,CTR-CC-PER-06-06,Matched
347,6,CC-PER-06,2026-03-18,Professional Services,144624.32,SAP-5004,GL-6400,AECOM Australia Pty Ltd,Approved,,Concur Export,G11,14462.43,,0.0,,No PO
348,6,CC-PER-06,2026-02-26,Subcontractor,929068.7,SAP-5001,GL-6100,Built Environs,Pending,,Trade Account,G11,92906.87,PO-2026-5566,1063052.89,CTR-CC-PER-06-06,Matched
349,6,CC-PER-06,2026-10-23,Travel & Accommodation,4749.83,SAP-5006,GL-6600,FCm Travel Solutions,Paid,,Concur Export,G11,474.98,PO-2026-5579,5300.52,,Matched
350,6,CC-PER-06,2026-09-11,Professional Services,62030.87,SAP-5004,GL-6400,Arcadis Australia Pacific,Paid,Vendor invoice pending project manager approval,Concur Export,G11,6203.09,PO-2026-5592,72157.61,CTR-CC-PER-06-06,Matched
351,6,CC-PER-06,2026-12-13,Subcontractor,568664.44,SAP-5001,GL-6100,Kapitol Group,Pending,,Trade Account,G11,56866.44,PO-2026-5605,586440.88,CTR-CC-PER-06-06,Matched
352,6,CC-PER-06,2026-10-16,Subcontractor,409173.65,SAP-5001,GL-6100,Buxton Construction,Pending,Mismatch between SAP cost code and VO reference,Trade Account,G11,40917.37,PO-2026-5618,419804.84,CTR-CC-PER-06-06,Matched
353,6,CC-PER-06,2026-04-21,Subcontractor,1092328.44,SAP-5001,GL-6100,Kane Constructions,Approved,,Trade Account,G11,109232.84,PO-2026-5631,1327279.77,CTR-CC-PER-06-06,Matched
354,6,CC-PER-06,2026-04-26,Travel & Accommodation,4818.86,SAP-5006,GL-6600,Mantra on Little Bourke,On Hold,,Concur Export,G11,481.89,PO-2026-5644,5579.09,,Matched
355,6,CC-PER-06,2026-11-19,Materials,512561.29,SAP-5002,GL-6200,Sika Australia,Approved,High variance to approved payment schedule,Trade Account,G11,51256.13,PO-2026-5657,551461.22,CTR-CC-PER-06-06,Matched
356,6,CC-PER-06,2026-10-25,Subcontractor,990332.57,SAP-5001,GL-6100,Kapitol Group,On Hold,,Trade Account,G11,99033.26,PO-2026-5670,1062855.27,CTR-CC-PER-06-06,Matched
357,6,CC-PER-06,2026-06-23,Subcontractor,722078.42,SAP-5001,GL-6100,Buxton Construction,Approved,,Trade Account,G11,72207.84,PO-2026-5683,769551.52,CTR-CC-PER-06-06,Matched
358,6,CC-PER-06,2026-07-11,Plant Hire,166288.87,SAP-5003,GL-6300,Adaptalift Hyster,Paid,,Trade Account,G11,16628.89,PO-2026-5696,131526.89,,Over PO
359,6,CC-PER-06,2026-05-23,Materials,180561.4,SAP-5002,GL-6200,Rebar Direct Pty Ltd,Approved,,Manual Entry,G11,18056.14,,0.0,,No PO
360,6,CC-PER-06,2026-02-23,Plant Hire,50933.27,SAP-5003,GL-6300,All Cranes Hire & Sales,Pending,,Trade Account,G11,5093.33,PO-2026-5722,63640.66,,Matched
361,1,CC-MEL-01,2026-04-14,Subcontractor,895000.0,SAP-5001,GL-6100,Hickory Group,Pending,Mismatch to SAP budget code — VO-0044 not yet approved,Trade Account,G11,89500.0,PO-2026-4401,812000.0,CTR-CC-MEL-01-01,Over PO
362,2,CC-MEL-02,2026-06-09,Materials,312000.0,SAP-5002,GL-6200,Holcim Australia Pty Ltd,On Hold,Delivery docket mismatch — site rejected 40 palettes. No PO raised — procurement breach.,Trade Account,G11,31200.0,,0.0,,No PO
363,3,CC-MEL-03,2026-09-01,Subcontractor,1250000.0,SAP-5001,GL-6100,John Holland Group,Approved,Accelerated milestone payment — Practical Completion Stage 3,Trade Account,G11,125000.0,PO-2026-5512,1312500.0,CTR-CC-MEL-03-02,Matched
364,4,CC-MEL-04,2026-08-20,Professional Services,540000.0,SAP-5004,GL-6400,AECOM Australia Pty Ltd,Approved,Additional scope for geotechnical re-assessment — approved by PMO. PO amendment pending.,Manual Entry,G11,54000.0,PO-2026-6203,498000.0,CTR-CC-MEL-04-01,Over PO
